ï»¿Institution,Team Number,City,State/Province,Country,Advisor,Problem,Ranking
Nanjing University of Posts and Telecommunications,33709,Nanjing,JiangSu,China,Zhonghua Qiu,B,Honorable Mention
Dalian University of Technology,33710,Dalian,Liaoning,China,Qiuhui Pan,B,Honorable Mention
Dalian University of Technology,33711,Dalian,Liaoning,China,Qiuhui Pan,B,Honorable Mention
Dalian University of Technology,33712,Dalian,Liaoning,China,Qiuhui Pan,A,Successful Participant
Dalian University of Technology,33713,Dalian,Liaoning,China,Qiuhui Pan,B,Successful Participant
Dalian University of Technology,33714,Dalian,Liaoning,China,Qiuhui Pan,A,Honorable Mention
Dalian University of Technology,33715,Dalian,Liaoning,China,Qiuhui Pan,A,Successful Participant
Dalian Maritime University,33716,Dalian,Liaoning,China,Yunjie Zhang,A,Successful Participant
Shanxi University,33717,Taiyuan,Shanxi,China,Jianghao Hao,A,Successful Participant
Shandong University,33718,Jinan,Shandong,China,Xianye Ben,B,Successful Participant
Huangzhong University of Science and Technology,33719,Wuhan,Hubei,China,Zhuangzhi Fang,A,Successful Participant
Sun Yat-Sen University,33720,Guangzhou,Guangdong,China,Peixing Li,A,Successful Participant
Zhengzhou University,33721,Zhengzhou,Henan,China,Hua Li,B,Successful Participant
South China Institute of Software Engineering. GU,33722,Guangzhou,Guangdong,China,Zhixuan Zhou,C,Honorable Mention
University of International Business and Economics,33723,Beijing,,China,Yanling Su,C,Successful Participant
China University of Geosciences(Wuhan),33724,Wuhan,Hubei,China,Jiawen Bian,B,Successful Participant
Zhejiang University,33725,Hangzhou,Zhejiang,China,Jianxin Zhu,A,Successful Participant
shandong university of science and technology,33726,Qingdao,P.R.China,China,wencai zhao,B,Honorable Mention
Beijing Institute of Technology,33727,Beijing,,China,Hai Jin,A,Successful Participant
Ocean University of China,33728,Shandong,Qingdao,China,Shengshan Cao,B,Successful Participant
College of Petroleum Engineering,33729,Qingdao,Shandong,China,Tongjiang Yan,A,Successful Participant
South China Institute of Software Engineering. GU,33730,Guangzhou,Guangdong,China,Zhixuan Zhou,D,Successful Participant
Henan Normal University,33731,Xin'xiang,Henan Province,China,Yu Zhang,B,Honorable Mention
College of Petroleum Engineering,33732,Qingdao,Shandong,China,Tongjiang Yan,A,Successful Participant
College of Petroleum Engineering,33733,Qingdao,Shandong,China,Tongjiang Yan,A,Successful Participant
College of Petroleum Engineering,33734,Qingdao,Shandong,China,Tongjiang Yan,A,Honorable Mention
College of Petroleum Engineering,33735,Qingdao,Shandong,China,Tongjiang Yan,B,Honorable Mention
The Huazhong University of Science and Technology,33736,Wuhan,Hubei Province,China,Lu Li,B,Honorable Mention
Central University of Finance and Ecomomics,33737,Beijing,,China,Xiaoming Fan,A,Successful Participant
Central University of Finance and Ecomomics,33738,Beijing,,China,Chengzhang Wang,D,Meritorious
Central University of Finance and Ecomomics,33739,Beijing,,China,Deqing Zhou,A,Honorable Mention
XIDIAN UNIVERSITY,33740,Xi'an,Shaanxi,China,Dan Liu,C,Honorable Mention
XIDIAN UNIVERSITY,33741,Xi'an,Shaanxi,China,Xiaonan Li,D,Honorable Mention
XIDIAN UNIVERSITY,33742,Xi'an,Shaanxi,China,Zhenhua Liu,C,Honorable Mention
Sun Yat-Sen University,33743,Guangzhou,Guangdong,China,Qiru Wang,D,Honorable Mention
XIDIAN UNIVERSITY,33744,Xi'an,Shaanxi,China,Dandan Yang,C,Meritorious
XIDIAN UNIVERSITY,33745,Xi'an,Shaanxi,China,Hongyun Meng,B,Successful Participant
XIDIAN UNIVERSITY,33746,Xi'an,Shaanxi,China,Bo Ling,C,Successful Participant
XIDIAN UNIVERSITY,33747,Xi'an,Shaanxi,China,Ruihong Li,A,Honorable Mention
Dalian University of Technology,33748,Dalian,Liaoning,China,Xin Fan,A,Successful Participant
Dalian University of Technology,33749,Dalian,Liaoning,China,Xin Fan,A,Successful Participant
China University of Geosciences,33750,Wuhan,Hubei,China,YUJIE ZHANG,B,Honorable Mention
Ocean University of China,33751,Tsingtao,Shandong,China,CHUNGUANG CHEN,A,Successful Participant
Zhejiang University,33752,Hangzhou,Zhejiang,China,Kangsheng Liu,A,Honorable Mention
Nanjing University of Information Science & Technology,33753,Nanjing,Jiangsu,China,Yunjie Chen,A,Honorable Mention
Shanghai University of Finance & Economics,33754,Shanghai,Shanghai,China,Qianfeng Tang,A,Successful Participant
professor,33755,Beijing,,China,Peng Huichun,B,Successful Participant
Renmin University of China,33756,Beijing,Beijing,China,Huiping Zhang,A,Successful Participant
Central University of Finance and Ecomomics,33757,Beijing,,China,Chengzhang Wang,B,Honorable Mention
Central University of Finance and Ecomomics,33758,Beijing,,China,Chengzhang Wang,A,Successful Participant
Central University of Finance and Ecomomics,33759,Beijing,,China,Zixiong Peng,D,Meritorious
University of International Business and Economics,33760,Beijing,,China,Ruilin Liu,D,Honorable Mention
Beijing Institute of Technology,33761,Beijing,Beijing,China,Guifeng Yan,B,Successful Participant
BeiJing University Of Post And Telecommunication,33762,Beijing,Haidian,China,Zhihong Lu,D,Successful Participant
Dalian University of Technology,33763,Dalian,Liaoning,China,Linlin Tian,A,Successful Participant
Dalian University of Technology,33764,Dalian,Liaoning,China,Linlin Tian,B,Meritorious
Dalian University of Technology,33765,Dalian,Liaoning,China,Kun Lu,B,Successful Participant
China University of Petroleum,33766,Qingdao,Shandong,China,Sang Zhaoyang,A,Meritorious
Dalian University of Technology,33767,Dalian,Liaoning,China,Kun Lu,B,Successful Participant
Dalian University of Technology,33768,Dalian,Liaoning,China,Fengqi Li,B,Successful Participant
Dalian University of Technology,33769,Dalian,Liaoning,China,Fengqi Li,D,Successful Participant
Dalian University of Technology,33770,Dalian,Liaoning,China,Qi Jia,A,Successful Participant
Dalian University of Technology,33771,Dalian,Liaoning,China,Qi Jia,B,Honorable Mention
China University of Petroleum,33772,Qingdao,Shandong,China,Sang Zhaoyang,A,Honorable Mention
Dalian University of Technology,33773,Dalian,Liaoning,China,Hui Lu,A,Successful Participant
Xiamen University,33774,Xiamen,Fujian,China,Jianguo Zhang,A,Successful Participant
Dalian University of Technology,33775,Dalian,Liaoning,China,Hui Lu,A,Successful Participant
China University of Petroleum,33776,Qingdao,Shandong,China,Sang Zhaoyang,A,Successful Participant
China University of Petroleum,33777,Qingdao,Shandong,China,Sun Yuhua,A,Successful Participant
Dalian University of Technology,33778,Dalian,Liaoning,China,Xin Fan,A,Successful Participant
University of Shanghai for Science and Technology,33779,Shanghai,Shanghai,China,jianguo Liu,C,Successful Participant
Dalian University of Technology,33780,Dalian,Liaoning,China,Hui Lu,C,Honorable Mention
Dalian University of Technology,33781,Dalian,Liaoning,China,Hui Lu,D,Honorable Mention
Ocean University of China,33782,Qingdao,Shandon,China,Xiujiang Li,A,Successful Participant
China University of Petroleum,33783,Qingdao,Shandong,China,Sun Yuhua,A,Successful Participant
Dalian University of Technology,33784,Dalian,Liaoning,China,Xin Fan,A,Honorable Mention
Dalian University of Technology,33785,Dalian,Liaoning,China,Xin Fan,D,Successful Participant
China University of Petroleum,33786,Qingdao,Shandong,China,Sun Yuhua,D,Meritorious
Changsha University,33787,Changsha,Hunan,China,Wei Liu,A,Successful Participant
China University of Petroleum,33788,Qingdao,Shandong,China,Sun Yuhua,B,Successful Participant
Jinjiang College of Sichuan University,33789,meishan,Sichuan,China,Xiangbing Chen,A,Successful Participant
Ocean University of China,33790,Qingdao,Shandong,China,Sheng shan Cao,B,Successful Participant
Changsha University,33791,Changsha,Hunan,China,Wei Liu,A,Successful Participant
Changsha University,33792,Changsha,Hunan,China,Kui Zhang,B,Successful Participant
Changsha University,33793,Changsha,Hunan,China,Kui Zhang,A,Successful Participant
BeiJing University Of Post And Telecommunication,33794,Beijing,,China,Zhang Wenbo,B,Successful Participant
Changsha University,33795,Changsha,Hunan,China,Xidao Luan,B,Successful Participant
University of Michigan-Shanghai Jiao Tong University Joint Institute,33796,Shanghai,,China,Jing Liu,B,Successful Participant
University of Michigan-Shanghai Jiao Tong University Joint Institute,33797,Shanghai,,China,Jing Liu,A,Honorable Mention
University of Michigan-Shanghai Jiao Tong University Joint Institute,33798,Shanghai,,China,Jing Liu,B,Meritorious
University of Michigan-Shanghai Jiao Tong University Joint Institute,33799,Shanghai,,China,Jing Liu,A,Meritorious
University of Michigan-Shanghai Jiao Tong University Joint Institute,33800,Shanghai,,China,Jing Liu,B,Successful Participant
University of Michigan-Shanghai Jiao Tong University Joint Institute,33801,Shanghai,,China,Jing Liu,A,Honorable Mention
University of Michigan-Shanghai Jiao Tong University Joint Institute,33802,Shanghai,,China,Jing Liu,B,Honorable Mention
University of Michigan-Shanghai Jiao Tong University Joint Institute,33803,Shanghai,,China,Jing Liu,B,Meritorious
University of Michigan-Shanghai Jiao Tong University Joint Institute,33804,Shanghai,,China,Jing Liu,B,Meritorious
University of Michigan-Shanghai Jiao Tong University Joint Institute,33805,Shanghai,,China,Jing Liu,C,Successful Participant
University of Michigan-Shanghai Jiao Tong University Joint Institute,33806,Shanghai,,China,Jing Liu,A,Successful Participant
University of Michigan-Shanghai Jiao Tong University Joint Institute,33807,Shanghai,,China,Jing Liu,B,Honorable Mention
University of Michigan-Shanghai Jiao Tong University Joint Institute,33808,Shanghai,,China,Jing Liu,A,Honorable Mention
University of Michigan-Shanghai Jiao Tong University Joint Institute,33810,Shanghai,,China,Jing Liu,A,Successful Participant
University of Michigan-Shanghai Jiao Tong University Joint Institute,33811,Shanghai,,China,Jing Liu,A,Honorable Mention
Sun Yat-sen University,33812,Guangzhou,Guangdong,China,Daoqing Dai,B,Honorable Mention
University of Michigan-Shanghai Jiao Tong University Joint Institute,33813,Shanghai,,China,Jing Liu,A,Honorable Mention
University of Michigan-Shanghai Jiao Tong University Joint Institute,33814,Shanghai,,China,Jing Liu,A,Successful Participant
University of Michigan-Shanghai Jiao Tong University Joint Institute,33815,Shanghai,,China,Jing Liu,A,Successful Participant
University of Michigan-Shanghai Jiao Tong University Joint Institute,33816,Shanghai,,China,Jing Liu,A,Honorable Mention
University of Michigan-Shanghai Jiao Tong University Joint Institute,33817,Shanghai,,China,Jing Liu,A,Honorable Mention
Fudan University,33818,Shanghai,,China,Zhijie Cai,A,Honorable Mention
University of Michigan-Shanghai Jiao Tong University Joint Institute,33819,Shanghai,,China,Jing Liu,B,Meritorious
Sichuan Normal University,33820,Chengdu,Sichuan,China,Wangyong Lv,A,Successful Participant
University of Michigan-Shanghai Jiao Tong University Joint Institute,33821,Shanghai,,China,Jing Liu,A,Successful Participant
Fudan University,33823,Shanghai,,China,Zhijie Cai,B,Meritorious
China University of Petroleum,33824,Qingdao,Shandong,China,Sun Qingying,A,Successful Participant
"Heilongjiang University, China",33825,Harbin,Heilongjiang,China,Long Zhang,A,Successful Participant
China University of Petroleum,33826,Qingdao,Shandong,China,Wu Guoli,D,Honorable Mention
China University of Petroleum,33827,Qingdao,Shandong,China,Wu Guoli,A,Successful Participant
China University of Petroleum,33828,Qingdao,Shandong,China,Xing Lili,A,Successful Participant
China University of Petroleum,33829,Qingdao,Shandong,China,Wu Guoli,A,Honorable Mention
XIDIAN UNIVERSITY,33830,Xi'an,Shaanxi,China,Shuisheng Zhou,C,Honorable Mention
XIDIAN UNIVERSITY,33831,Xi'an,Shaanxi,China,Jimin Ye,C,Honorable Mention
XIDIAN UNIVERSITY,33832,Xi'an,Shaanxi,China,Banghe Han,B,Honorable Mention
XIDIAN UNIVERSITY,33833,Xi'an,Shaanxi,China,Banghe Han,D,Honorable Mention
China University of Petroleum,33834,Qingdao,Shandong,China,Sun Qingying,B,Honorable Mention
China University of Petroleum,33835,Qingdao,Shandong,China,Xing Lili,D,Honorable Mention
XIDIAN UNIVERSITY,33836,Xi'an,Shaanxi,China,Yue Song,C,Successful Participant
China University of Petroleum,33837,Qingdao,Shandong,China,Wu Guoli,A,Successful Participant
XIDIAN UNIVERSITY,33838,Xi'an,Shaanxi,China,Qiang Zhu,C,Successful Participant
Tongji University,33839,Shanghai,,China,Xiongda Chen,A,Successful Participant
Sun Yat-Sen University,33840,Guangzhou,Guangdong,China,Jiajun Zhang,A,Honorable Mention
China University of Geosciences(Wuhan),33841,Wuhan,Hubei,China,Jiawen Bian,B,Honorable Mention
Wuhan University of Science and Technology,33842,Wuhan,Hubei,China,"Qiuhua Tang, Liping Zhang",B,Meritorious
XIDIAN UNIVERSITY,33843,Xi'an,Shaanxi,China,Hailin Feng,C,Honorable Mention
Tongji University,33844,Shanghai,,China,Xiaohan Yang,A,Successful Participant
Chongqing University,33845,Chongqing,Chongqing,China,Chuan He,B,Honorable Mention
Tongji University,33846,Shanghai,,China,Yanlin Tang,A,Successful Participant
XIDIAN UNIVERSITY,33847,Xi'an,Shaanxi,China,Feng Ye,C,Successful Participant
China University of Petroleum,33848,Qingdao,Shandong,China,Xing Lili,B,Honorable Mention
XIDIAN UNIVERSITY,33849,Xi'an,Shaanxi,China,Xuewen Mu,A,Successful Participant
Tongji University,33850,Shanghai,,China,Junfeng Yin,B,Successful Participant
China University of Petroleum,33851,Qingdao,Shandong,China,Sun Qingying,D,Meritorious
Dalian University of Technology,33852,Dalian,Liaoning,China,Linlin Tian,B,Successful Participant
Dalian University of Technology,33853,Dalian,Liaoning,China,Linlin Tian,A,Honorable Mention
Zhejiang University,33854,Ningbo,Zhejiang,China,Hong Shen,D,Meritorious
Central University of Finance and Ecomomics,33855,Beijing,Asia,China,Xiaoming Fan,C,Successful Participant
Jilin University,33857,Changchun,Jilin Province,China,Quan Wen,D,Successful Participant
"Heilongjiang University, China",33858,Harbin,Heilongjiang,China,Long Zhang,A,Successful Participant
Dalian University of Technology,33859,Dalian,Liaoning,China,Linlin Tian,A,Successful Participant
Dalian University of Technology,33860,Dalian,Liaoning,China,Kun Lu,C,Successful Participant
"Heilongjiang University, China",33861,Harbin,Heilongjiang,China,Long Zhang,C,Successful Participant
Wuhan University of Science and Technology,33862,Wuhan,Hubei,China,"Qiuhua Tang, Liping Zhang",A,Successful Participant
Central University of Finance and Ecomomics,33863,Beijing,,China,Xiaoming Fan,B,Honorable Mention
Beihang Univeristy,33864,Beijing,Beijing,China,xiaofan He,B,Successful Participant
Dalian University of Technology,33865,Dalian,Liaoning,China,Fengqi Li,A,Honorable Mention
Dalian University of Technology,33866,Dalian,Liaoning,China,Fengqi Li,B,Honorable Mention
Jilin University of Finance and Economics,33867,Changchun,Jinlin,China,Youling Feng,A,Successful Participant
China University of Petroleum (East China),33868,Qingdao,Shandong,China,Weiguo Li,A,Successful Participant
Wuhan University of Science and Technology,33869,Wuhan,Hubei,China,"Liping Zhang, Qiuhua Tang",B,Honorable Mention
China University of Petroleum,33870,Qingdao,Shandong,China,Yan Wang,A,Honorable Mention
China University of Petroleum,33871,Qingdao,Shandong,China,Mou Haining,B,Meritorious
China University of Petroleum (East China),33872,Qingdao,Shandong,China,Weiguo Li,A,Honorable Mention
China University of Petroleum (East China),33873,Qingdao,Shandong,China,Weiguo Li,A,Successful Participant
shenyang pharmaceutical university,33874,Shenyang,liaoning,China,xiang rong wu,A,Honorable Mention
China University of Petroleum,33875,Qingdao,Shandong,China,Sang Zhaoyang,A,Honorable Mention
China University of Petroleum,33876,Qingdao,Shandong,China,Yan Wang,A,Successful Participant
Dalian University of Technology,33877,Dalian,Liaoning,China,Qiuhui Pan,A,Successful Participant
China University of Petroleum (East China),33879,Qingdao,Shandong,China,Weiguo Li,C,Meritorious
Dalian University of Technology,33880,Dalian,Liaoning,China,Qiuhui Pan,A,Successful Participant
China University of Petroleum,33881,Qingdao,Shandong,China,Yan Wang,B,Meritorious
China University of Petroleum,33882,Qingdao,Shandong,China,Mou Haining,A,Honorable Mention
Dalian University of Technology,33883,Dalian,Liaoning,China,Qiuhui Pan,B,Meritorious
